Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Dreamscape,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/105979968/dreamscape,3.8,-1,Sport,5.11c,1,75,34.18041,-85.81555
"Comfortably Numb","The Pinnacle > Sand Rock > Alabama",https://www.mountainproject.com/route/105905196/comfortably-numb,3.6,-1,"Trad, TR",5.9,1,120,34.17948,-85.81775
Misty,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/105905421/misty,3.6,-1,Sport,5.10b/c,1,90,34.18041,-85.81555
Oyster,"Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/105926850/oyster,3.1,-1,Sport,5.10a,1,80,34.17961,-85.8179
"Pigs in Zen (Tuesday's Gone)","Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/105930746/pigs-in-zen-tuesdays-gone,3.0,-1,Sport,5.10d,1,70,34.17961,-85.8179
"Cinco de Mayo","Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/106311736/cinco-de-mayo,2.9,-1,Sport,5.10c/d,1,40,34.17961,-85.8179
"Knob Wall","Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/105927952/knob-wall,2.8,-1,Trad,5.6,1,80,34.18041,-85.81555
"That Eight (aka Kennel Club)","Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/105915410/that-eight-aka-kennel-club,2.8,-1,Sport,5.8,1,60,34.17961,-85.8179
"Too Pumped Chump","The Flintstone > Sand Rock > Alabama",https://www.mountainproject.com/route/105962664/too-pumped-chump,2.7,-1,Sport,5.10b,1,40,34.17889,-85.81983
"My Dog Has Fleas","Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/105915399/my-dog-has-fleas,2.5,-1,Sport,5.9-,1,60,34.17961,-85.8179
Rabies,"Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/105930750/rabies,2.7,-1,Sport,5.11a,1,75,34.17961,-85.8179
"Six Toes","Jaws Block/West Side Rock > Sand Rock > Alabama",https://www.mountainproject.com/route/105978873/six-toes,2.5,-1,Sport,5.10a,1,30,34.1799,-85.81751
